institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,institution.primaryPhotoCardThumb,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value
NORTHERN-ILLINOIS-UNIVERSITY,national-universities,,IL,DeKalb,60115,,True,public,,#269,269,True,,,71,12504,3.4,2.9,,11429,2.6,,,N/A,N/A
NORTHERN-KENTUCKY-UNIVERSITY,national-universities,,KY,Highland Heights,41099,,True,public,,#382,382,True,19,,86,21480,3.4,,,10776,2.2,1030,,1030-1290,19-25
NORTHERN-MARIANAS-COLLEGE,regional-colleges-west,,MP,Saipan,96950,west,True,public,,#40,40,False,,,,5520,,,,1298,,,,N/A,N/A
NORTHERN-MICHIGAN-UNIVERSITY,regional-universities-midwest,,MI,Marquette,49855,midwest,True,public,,#60,60,True,,29,71,18800,3.4,,,6434,2.0,,26321.0,N/A,N/A
NORTHERN-NEW-MEXICO-COLLEGE,regional-colleges-west,,NM,Espanola,87532,west,True,public,,#32,32,True,,,,14329,,,,1136,,,,N/A,N/A
NORTHERN-STATE-UNIVERSITY,regional-universities-midwest,,SD,Aberdeen,57401,midwest,True,public,,#88,88,True,18,,78,11947,3.4,,,2851,,800,,800-1150,18-24
NORTH-FLORIDA-COLLEGE,regional-colleges-south,,FL,Madison,32340,south,True,public,,#13,13,False,,,100,11400,,,,1127,,,,N/A,N/A
NORTH-GREENVILLE-UNIVERSITY,regional-universities-south,,SC,Tigerville,29688,south,True,private,,#36,36,True,22,,76,24500,3.8,,,1839,,1060,,1060-1240,22-28
NORTHLAND-COLLEGE,regional-colleges-midwest,,WI,Ashland,54806,midwest,True,private,,#33,33,False,20,,58,41237,,,,531,,1010,,1010-1160,20-27
NORTH-PARK-UNIVERSITY,regional-universities-midwest,,IL,Chicago,60625,midwest,True,private,,#30,30,False,20,,67,34020,,,,1849,,890,,890-1162,20-26
NORTH-SEATTLE-COLLEGE,regional-colleges-west,,WA,Seattle,98103,west,True,public,,Unranked,-2,False,,,,5547,,,,4887,,,,N/A,N/A
NORTHWESTERN-COLLEGE,regional-universities-midwest,,IA,Orange City,51041,midwest,True,private,,#43,43,True,20,76,88,35300,3.6,,,1169,,1030,31905.0,1030-1320,20-25
NORTHWESTERN-HEALTH-SCIENCES-UNIVERSITY,health,,MN,Bloomington,55431,,True,private,,Unranked,-2,False,,,,11007,,,,387,,,,N/A,N/A
NORTHWESTERN-MICHIGAN-COLLEGE,regional-colleges-midwest,,MI,Traverse City,49686,midwest,True,public,,Unranked,-2,False,,,,12048,,,,3296,,,,N/A,N/A
NORTHWESTERN-OKLAHOMA-STATE-UNIVERSITY,regional-universities-west,,OK,Alva,73717,west,True,public,,#86,86,True,16,,56,11664,3.4,,,1647,,830,,830-1070,16-22
NORTHWESTERN-STATE-UNIVERSITY-OF-LOUISIANA,regional-universities-south,,LA,Natchitoches,71497,south,True,public,,#73,73,True,18,,92,19460,3.3,,,8358,< 2.0,925,,925-1120,18-23
NORTHWESTERN-UNIVERSITY,national-universities,,IL,Evanston,60208,,True,private,,#9,9,True,33,43,7,65997,,4.0,,8659,,1490,26861.0,1490-1570,33-35
NORTHWEST-FLORIDA-STATE-COLLEGE,regional-colleges-south,,FL,Niceville,32578,south,True,public,,Unranked,-2,False,,,,11625,,,,4697,,,,N/A,N/A
NORTHWEST-INDIAN-COLLEGE,tribal,,WA,Bellingham,,,True,public,,Unranked,-2,False,,,,3969,,,,622,,,,N/A,N/A
NORTHWEST-MISSOURI-STATE-UNIVERSITY,regional-universities-midwest,,MO,Maryville,64468,midwest,True,public,,#76,76,True,18,,80,19461,3.5,,,5308,,938,,938-1158,18-24
NORTHWEST-NAZARENE-UNIVERSITY,regional-universities-west,,ID,Nampa,83686,west,True,private,,#50,50,True,19,71,88,39370,3.7,2.2,,1140,,1000,30519.0,1000-1240,19-27
NORTHWEST-UNIVERSITY,regional-universities-west,,WA,Kirkland,98033,west,True,private,,#44,44,True,22,71,95,36036,3.6,,,723,,1050,24618.0,1050-1320,22-30
NORTHWOOD-UNIVERSITY,specialty-business,,MI,Midland,48640,,True,private,,Unranked,-2,False,,,80,33000,3.5,,,1038,,,,N/A,N/A
NORWICH-UNIVERSITY,regional-universities-north,,VT,Northfield,05663,north,True,private,,#90,90,False,22,,83,50600,3.3,2.8,,2854,,1040,,1040-1290,22-28
NOTRE-DAME-COLLEGE-OF-OHIO,regional-colleges-midwest,,OH,Cleveland,44121,midwest,True,private,,#53,53,True,16,,82,31950,,,,1376,,890,,890-1100,16-22
NOTRE-DAME-OF-MARYLAND-UNIVERSITY,regional-universities-north,,MD,Baltimore,21210,north,True,private,,#54,54,True,,61,70,41910,3.4,,,660,,998,33751.0,998-1303,N/A
NOVA-SOUTHEASTERN-UNIVERSITY,national-universities,,FL,Ft. Lauderdale,33314,,True,private,,#227,227,True,20,,76,37080,3.9,2.1,,6971,,1040,,1040-1310,20-27
NUETA-HIDATSA-SAHNISH-COLLEGE,tribal,,ND,New Town,,,True,public,,Unranked,-2,False,,,,3870,,,,187,,,,N/A,N/A
OAKLAND-CITY-UNIVERSITY,national-universities,,IN,Oakland City,47660,,True,private,,#304,304,True,17,,78,27150,,,,699,,895,,895-1150,17-23
OAKLAND-UNIVERSITY,national-universities,,MI,Rochester,48309,,True,public,,#332,332,True,17,,90,23188,3.5,< 2.0,,12841,2.1,930,,930-1190,17-26
OAK-POINT-UNIVERSITY,health,,IL,Oak Brook,60622,,True,private,,Unranked,-2,False,,,,23188,,,,507,,,,N/A,N/A
OAKWOOD-UNIVERSITY,national-liberal-arts-colleges,,AL,Huntsville,35896,,True,private,,#178,178,True,,,72,20040,,,,1378,,,,N/A,N/A
OBERLIN-COLLEGE-AND-CONSERVATORY,national-liberal-arts-colleges,,OH,Oberlin,44074,,True,private,,#51,51,True,30,38,35,64646,3.7,,,2986,,1360,37245.0,1360-1530,30-33
OCCIDENTAL-COLLEGE,national-liberal-arts-colleges,,CA,Los Angeles,90041,,True,private,,#35,35,True,31,50,39,63446,3.7,,,1942,,1360,35196.0,1360-1510,31-34
OGLALA-LAKOTA-COLLEGE,tribal,,SD,Kyle,57752,,True,public,,Unranked,-2,False,,,,2684,,,,1414,,,,N/A,N/A
OGLETHORPE-UNIVERSITY,national-liberal-arts-colleges,,GA,Atlanta,30319,,True,private,,#163,163,True,22,,72,45806,,,,1491,,1065,,1065-1305,22-29
OHIO-CHRISTIAN-UNIVERSITY,regional-universities-midwest,,OH,Circleville,43113,midwest,True,private,,#148,148,True,,,,23100,,,,1439,,,,N/A,N/A
OHIO-DOMINICAN-UNIVERSITY,regional-universities-midwest,,OH,Columbus,43219,midwest,True,private,,#95,95,True,16,,52,34370,,,,846,,883,,883-1146,16-24
OHIO-NORTHERN-UNIVERSITY,regional-colleges-midwest,ONU,OH,Ada,45810,midwest,True,private,,#2,2,False,21,74,54,37600,3.8,3.3,,2569,2.1,1075,25081.0,1075-1310,21-28
THE-OHIO-STATE-UNIVERSITY,national-universities,OSU  Ohio State University Columbus,OH,Columbus,43210,,True,public,,#43,43,True,29,10,53,36722,,3.7,,46123,3.9,1310,44279.0,1310-1480,29-32
OHIO-UNIVERSITY,national-universities,OU,OH,Athens,45701,,True,public,,#178,178,True,22,47,87,24114,3.8,2.3,,17860,2.7,1080,28995.0,1080-1270,22-27
OHIO-WESLEYAN-UNIVERSITY,national-liberal-arts-colleges,OWU,OH,Delaware,43015,,True,private,,#116,116,True,23,,52,52297,3.7,,,1410,,1123,,1123-1358,23-30
OKLAHOMA-BAPTIST-UNIVERSITY,regional-universities-west,,OK,Shawnee,74804,west,True,private,,#44,44,True,17,60,51,34050,3.2,,,1330,,960,37643.0,960-1160,17-24
OKLAHOMA-CHRISTIAN-UNIVERSITY,regional-universities-west,,OK,Oklahoma City,73136,west,True,private,,#56,56,True,19,34,96,25900,3.6,2.3,,2003,,1020,35073.0,1020-1240,19-27
OKLAHOMA-CITY-UNIVERSITY,national-universities,,OK,Oklahoma City,73106,,True,private,,#280,280,True,20,,70,33586,3.8,,,1361,< 2.0,1080,,1080-1260,20-26
OKLAHOMA-PANHANDLE-STATE-UNIVERSITY,regional-colleges-west,,OK,Goodwell,73939,west,True,public,,#37,37,False,17,,90,8426,3.1,,,1242,,863,,863-1088,17-21
OKLAHOMA-STATE-UNIVERSITY,national-universities,OSU,OK,Stillwater,74078,,True,public,,#185,185,True,20,27,71,24764,3.6,2.6,,20801,3.1,1010,34656.0,1010-1250,20-27
OKLAHOMA-STATE-UNIVERSITY-INSTITUTE-OF-TECHNOLOGY-OKMULGEE,regional-colleges-west,OSU Oklahoma State University Institute of Technology Okmulgee,OK,Okmulgee,74447,west,True,public,,Unranked,-2,False,,,48,11384,3.2,,,2364,,,,N/A,N/A
OKLAHOMA-STATE-UNIVERSITY-OKLAHOMA-CITY,regional-colleges-west,Oklahoma State University Oklahoma City,OK,Oklahoma City,73107,west,True,public,,Unranked,-2,False,,,,9564,,,,4456,,,,N/A,N/A
OKLAHOMA-WESLEYAN-UNIVERSITY,regional-universities-west,,OK,Bartlesville,74006,west,True,private,,#79,79,True,16,,54,30262,,,,782,,880,,880-1130,16-23
OLD-DOMINION-UNIVERSITY,national-universities,ODU,VA,Norfolk,23529,,True,public,,#280,280,True,22,,95,32662,3.4,2.2,,18375,2.7,1090,,1090-1250,22-27
OLIVET-NAZARENE-UNIVERSITY,regional-universities-midwest,,IL,Bourbonnais,60914,midwest,True,private,,#47,47,True,18,78,60,37940,,2.3,,2519,,930,22281.0,930-1210,18-27
OLYMPIC-COLLEGE,regional-colleges-west,,WA,Bremerton,98337,west,True,public,,Unranked,-2,False,,,,9740,,,,4999,,,,N/A,N/A
ORAL-ROBERTS-UNIVERSITY,regional-universities-west,,OK,Tulsa,74171,west,True,private,,#74,74,True,19,,99,34100,3.6,2.2,,4402,,1020,,1020-1240,19-26
OREGON-HEALTH-AND-SCIENCE-UNIVERSITY,special-focus-research,OHSU,OR,Portland,97239,,True,public,,Unranked,-2,False,,,,43575,,,,783,,,,N/A,N/A
OREGON-INSTITUTE-OF-TECHNOLOGY,regional-colleges-west,OIT,OR,Klamath Falls,97601,west,True,public,,#5,5,False,23,24,93,35592,3.5,2.9,,4804,,1050,43815.0,1050-1255,23-30
OREGON-STATE-UNIVERSITY,national-universities,,OR,Corvallis,97331,,True,public,,#142,142,True,22,34,83,35664,3.6,2.9,,28905,3.0,1130,42472.0,1130-1380,22-30
OTIS-COLLEGE-OF-ART-AND-DESIGN,specialty-arts,,CA,Los Angeles,90045,,True,private,,Unranked,-2,False,,,83,50040,3.2,,,1268,,,,N/A,N/A
OTTAWA-UNIVERSITY,regional-colleges-midwest,,KS,Ottawa,66067,midwest,True,private,,#32,32,True,18,,78,33380,3.3,,,853,,860,,860-1100,18-23
OTTERBEIN-UNIVERSITY,regional-universities-midwest,,OH,Westerville,43081,midwest,True,private,,#20,20,False,20,60,84,34899,3.8,< 2.0,,2173,,1035,28117.0,1035-1270,20-27
OUACHITA-BAPTIST-UNIVERSITY,national-liberal-arts-colleges,,AR,Arkadelphia,71998,,True,private,,#178,178,True,21,,72,32480,3.8,,,1730,< 2.0,1020,,1020-1200,21-29
OUR-LADY-OF-THE-LAKE-UNIVERSITY,national-universities,,TX,San Antonio,78207,,True,private,,#395-435,-1,False,15,,69,31728,3.6,,,1195,,900,,900-1110,15-16
OZARK-CHRISTIAN-COLLEGE,faith,,MO,Joplin,64801,,True,private,,Unranked,-2,False,,,94,15550,3.5,,,619,,,,N/A,N/A
PACE-UNIVERSITY,national-universities,,NY,New York,10038,,True,private,,#249,249,True,24,,83,51424,3.4,,,8223,2.6,1120,,1120-1300,24-29
PACIFIC-COLLEGE,health,,CA,Costa Mesa,,,True,proprietary,,Unranked,-2,False,,,71,40000,,,,356,,,,N/A,N/A
PACIFIC-LUTHERAN-UNIVERSITY,regional-universities-west,,WA,Tacoma,98447,west,True,private,,#25,25,True,27,55,89,50964,3.7,,,2301,< 2.0,1253,53270.0,1253-1423,27-30
PACIFIC-NORTHWEST-COLLEGE-OF-ART,specialty-arts,,OR,Portland,97209,,True,private,,Unranked,-2,False,,,98,45100,,,,397,,,,N/A,N/A
PACIFIC-OAKS-COLLEGE,regional-universities-west,,CA,Pasadena,91103,west,True,private,,Unranked,-2,False,,,13,11692,,,,479,,,,N/A,N/A
PACIFIC-UNION-COLLEGE,regional-colleges-west,,CA,Angwin,94508,west,True,private,,#13,13,False,19,75,48,35214,3.5,,,848,,990,22459.0,990-1260,19-26
PACIFIC-UNIVERSITY,national-universities,,OR,Forest Grove,97116,,True,private,,#209,209,True,20,78,92,54466,3.7,,,1639,,1010,58140.0,1010-1350,20-26
PAINE-COLLEGE,national-liberal-arts-colleges,,GA,Augusta,30901,,True,private,,#186-204,-1,False,,,52,14596,,,,251,,,,N/A,N/A
PALM-BEACH-ATLANTIC-UNIVERSITY,national-universities,,FL,West Palm Beach,33416,,True,private,,#382,382,True,19,,95,35900,,,,3028,,1000,,1000-1240,19-26
PALM-BEACH-STATE-COLLEGE,regional-colleges-south,,FL,Lake Worth,33461,south,True,public,,Unranked,-2,False,,,,16895,2.9,,,24223,,,,N/A,N/A
PARKER-UNIVERSITY,regional-universities-west,,TX,Dallas,75229,west,True,private,,Unranked,-2,False,,,,15718,,,,466,,,,N/A,N/A
PARK-UNIVERSITY,regional-universities-midwest,,MO,Parkville,64152,midwest,True,private,,#149-164,-1,False,,,,12671,,,,7387,,,,N/A,N/A
PASCO-HERNANDO-STATE-COLLEGE,regional-colleges-south,,FL,New Port Richey,34654,south,True,public,,Unranked,-2,False,,,,12032,,,,9257,,,,N/A,N/A
PATRICK-HENRY-COLLEGE,national-liberal-arts-colleges,,VA,Purcellville,20132,,True,private,,Unranked,-2,False,,,76,28425,3.8,,,409,,,,N/A,N/A
PAUL-QUINN-COLLEGE,regional-colleges-west,,TX,Dallas,75241,west,True,private,,#38,38,False,,,87,13798,,,,384,,,,N/A,N/A
PAUL-SMITH'S-COLLEGE,regional-colleges-north,Paul Smiths College,NY,Paul Smiths,12970,north,True,private,,#25,25,False,,,75,32048,,,,711,,,,N/A,N/A
PEIRCE-COLLEGE,regional-colleges-north,,PA,Philadelphia,19102,north,True,private,,Unranked,-2,False,,,,15060,,,,788,,,,N/A,N/A
PENINSULA-COLLEGE,regional-colleges-west,,WA,Port Angeles,98362,west,True,public,,Unranked,-2,False,,,,4919,,,,1702,,,,N/A,N/A
PENNSYLVANIA-ACADEMY-OF-THE-FINE-ARTS,specialty-arts,,PA,Philadelphia,19102,,True,private,,Unranked,-2,False,,,84,42100,,,,121,,,,N/A,N/A
PENNSYLVANIA-COLLEGE-OF-ART-&-DESIGN,specialty-arts,,PA,Lancaster,17608,,True,private,,Unranked,-2,False,,,44,29450,,,,245,,,,N/A,N/A
PENNSYLVANIA-COLLEGE-OF-TECHNOLOGY,regional-colleges-north,Penn College,PA,Williamsport,17701,north,True,public,,#6,6,False,19,,75,25680,3.1,,,4234,,1008,,1008-1180,19-23
PENNSYLVANIA-STATE-UNIVERSITY-BEHREND,regional-universities-north,Penn State,PA,Erie,16563,north,True,public,,Unranked,-2,False,,,,26370,,2.6,,0,2.2,,,N/A,N/A
PENNSYLVANIA-STATE-UNIVERSITY-BERKS,regional-universities-north,,PA,,,north,True,public,,Unranked,-2,False,,,,26370,,2.3,,0,,,,N/A,N/A
PENNSYLVANIA-STATE-UNIVERSITY-HARRISBURG,regional-universities-north,Penn State,PA,Middletown,17057,north,True,public,,Unranked,-2,False,,,,26370,,2.7,,0,2.3,,,N/A,N/A
THE-PENNSYLVANIA-STATE-UNIVERSITY-UNIVERSITY-PARK,national-universities,Penn State Pennsylvania State University University Park,PA,University Park,16802,,True,public,,#60,60,True,26,14,55,38651,3.7,3.8,,41745,3.8,1210,49692.0,1210-1390,26-31
PENNSYLVANIA-WESTERN-UNIVERSITY,regional-universities-north,,PA,California,15419,north,True,public,,#135,135,True,18,,94,14816,3.4,< 2.0,,9404,,940,,940-1160,18-25
PENSACOLA-STATE-COLLEGE,regional-colleges-south,,FL,Pensacola,32504,south,True,public,,Unranked,-2,False,,,,17225,,,,8604,,,,N/A,N/A
PEPPERDINE-UNIVERSITY,national-universities,,CA,Malibu,90263,,True,private,,#76,76,True,28,55,49,66742,3.8,,,3662,3.3,1285,40083.0,1285-1480,28-32
PERU-STATE-COLLEGE,regional-universities-midwest,,NE,Peru,68421,midwest,True,public,,#148,148,True,,,,7920,,,,1763,,,,N/A,N/A
PFEIFFER-UNIVERSITY,regional-universities-south,,NC,Misenheimer,28109,south,True,private,,#71,71,False,18,,72,33290,,,,744,,891,,891-1165,18-25
PHILANDER-SMITH-COLLEGE,regional-colleges-south,,AR,Little Rock,72202,south,True,private,,#60,60,False,,,,13014,,,,769,,,,N/A,N/A
PHILLIPS-SCHOOL-OF-NURSING-AT-MOUNT-SINAI-BETH-ISRAEL,health,,NY,New York,,,True,private,,Unranked,-2,False,,,,28323,,,,290,,,,N/A,N/A
PIEDMONT-UNIVERSITY,regional-universities-south,,GA,Demorest,30535,south,True,private,,#52,52,True,19,79,64,30680,3.5,,,1245,,990,25046.0,990-1200,19-25
PILLAR-COLLEGE,national-liberal-arts-colleges,,NJ,Newark,,,True,private,,#186-204,-1,False,,,,23668,,,,443,,,,N/A,N/A
PITTSBURGH-TECHNICAL-COLLEGE,regional-colleges-north,,PA,Oakdale,15071,north,True,private,,Unranked,-2,False,,,82,18000,,,,1066,,,,N/A,N/A
PITTSBURG-STATE-UNIVERSITY,regional-universities-midwest,,KS,Pittsburg,66762,midwest,True,public,,#96,96,True,17,,94,19654,,,,4560,2.0,,,N/A,17-24
PITZER-COLLEGE,national-liberal-arts-colleges,,CA,Claremont,91711,,True,private,,#39,39,True,,34,18,62692,3.9,,,1212,,,35103.0,N/A,N/A
PLATT-COLLEGE,health,,CO,Aurora,80014,,True,proprietary,,Unranked,-2,False,,,58,20590,,,,236,,,,N/A,N/A
PLAZA-COLLEGE,regional-colleges-north,,NY,Forest Hills,11375,north,True,proprietary,,Unranked,-2,False,,,30,14425,,,,896,,,,N/A,N/A
PLYMOUTH-STATE-UNIVERSITY,regional-universities-north,,NH,Plymouth,03264,north,True,public,,#130,130,True,,,98,25498,3,,,3308,,,,N/A,N/A
POINT-LOMA-NAZARENE-UNIVERSITY,regional-universities-west,,CA,San Diego,92106,west,True,private,,#9,9,False,23,58,82,43550,3.7,,,3154,,1160,36807.0,1160-1360,23-30
POINT-PARK-UNIVERSITY,national-universities,,PA,Pittsburgh,15222,,True,private,,#352,352,True,19,,82,48070,3.6,2.0,,2418,,1030,,1030-1245,19-26
POINT-UNIVERSITY,regional-colleges-south,Atlanta Christian College,GA,West Point,31833,south,True,private,,#74,74,True,16,,47,22300,,,,1638,,890,,890-1130,16-21
POLK-STATE-COLLEGE,regional-colleges-south,,FL,Winter Haven,33881,south,True,public,,Unranked,-2,False,,,,12272,,,,9044,,,,N/A,N/A
POMONA-COLLEGE,national-liberal-arts-colleges,,CA,Claremont,91711,,True,private,,#4,4,True,33,52,7,62326,,,,1791,,1480,18694.0,1480-1560,33-35
PONTIFICAL-CATHOLIC-UNIVERSITY-OF-PUERTO-RICO-ARECIBO,national-universities,,PR,Arecibo,00614,,True,private,,Unranked,-2,False,,,98,5818,,,,361,,,,N/A,N/A
PONTIFICAL-CATHOLIC-UNIVERSITY-OF-PUERTO-RICO-PONCE,national-universities,,PR,Ponce,00717,,True,private,,#380,380,False,,,85,5920,,,,4473,,,,N/A,N/A
PONTIFICAL-COLLEGE-JOSEPHINUM,national-liberal-arts-colleges,,OH,Columbus,43235,,True,private,,Unranked,-2,False,,,80,26763,,,,32,,,,N/A,N/A
PORTLAND-STATE-UNIVERSITY,national-universities,PSU,OR,Portland,97207,,True,public,,#280,280,True,18,,93,24495,3.4,2.1,,16864,2.5,1070,,1070-1300,18-27
POST-UNIVERSITY,regional-universities-north,,CT,Waterbury,06708,north,True,proprietary,,#151-167,-1,False,,,95,32525,,,,14944,,,,N/A,N/A
PRAIRIE-VIEW-A&M-UNIVERSITY,national-universities,Prairie View A & M University Prairie View A and M University,TX,Prairie View,77446,,True,public,,#395-435,-1,False,18,,77,26874,,< 2.0,,8444,< 2.0,840,,840-1050,18-20
PRATT-INSTITUTE,specialty-arts,,NY,Brooklyn,11205,,True,private,,Unranked,-2,False,,,45,59683,3.8,,,3702,,,,N/A,N/A
PRESBYTERIAN-COLLEGE,national-liberal-arts-colleges,,SC,Clinton,29325,,True,private,,#139,139,True,21,,59,43300,3.3,,,955,,1020,,1020-1270,21-27
PRESCOTT-COLLEGE,regional-universities-west,,AZ,Prescott,86301,west,True,private,,#90,90,False,,,98,35685,,,,317,,,,N/A,N/A
PRINCETON-UNIVERSITY,national-universities,,NJ,Princeton,08544,,True,private,,#1,1,False,34,61,6,59710,3.9,4.1,,5604,,1500,17464.0,1500-1580,34-35
PRINCIPIA-COLLEGE,national-liberal-arts-colleges,,IL,Elsah,62028,,True,private,,#51,51,True,16,81,48,33280,3.3,,,314,,1027,17954.0,1027-1190,16-26
PROVIDENCE-CHRISTIAN-COLLEGE,national-liberal-arts-colleges,,CA,Pasadena,91104,,True,private,,#186-204,-1,False,,,83,33884,,,,123,,,,N/A,N/A
PROVIDENCE-COLLEGE,regional-universities-north,,RI,Providence,02918,north,True,private,,#1,1,True,28,48,53,60848,3.6,,,4279,2.7,1260,41450.0,1260-1420,28-32
PROVO-COLLEGE,health,,UT,Provo,,,True,proprietary,,Unranked,-2,False,,,,17112,,,,684,,,,N/A,N/A
PUEBLO-COMMUNITY-COLLEGE,regional-colleges-west,,CO,Pueblo,81004,west,True,public,,Unranked,-2,False,,,,16275,,,,5938,,,,N/A,N/A
PUERTO-RICO-CONSERVATORY-OF-MUSIC,specialty-arts,,PR,San Juan,00907,,True,public,,Unranked,-2,False,,,51,3370,,,,325,,,,N/A,N/A
PURCHASE-COLLEGE-SUNY,national-liberal-arts-colleges,Purchase College SUNY Purchase College SUNY,NY,Purchase,10577,,True,public,,#139,139,True,29,,78,18863,3.4,,,3145,,1190,,1190-1350,29-31
PURDUE-UNIVERSITY-FORT-WAYNE,regional-universities-midwest,Indiana University-Purdue University Fort Wayne Indiana University Purdue University Fort Wayne IU IPFW,IN,Fort Wayne,46805,midwest,True,public,,#117,117,True,20,,81,22220,3.4,3.1,,8390,2.5,980,,980-1210,20-27
PURDUE-UNIVERSITY-GLOBAL,national-universities,,IN,West Lafayette,,,True,public,,#395-435,-1,False,,,,14445,,,,32477,,,,N/A,N/A
PURDUE-UNIVERSITY-MAIN-CAMPUS,national-universities,Purdue University West Lafayette Purdue University West Lafayette,IN,West Lafayette,47907,,True,public,,#43,43,True,27,34,53,28794,3.7,4.4,,37949,3.8,1200,29309.0,1200-1470,27-34
PURDUE-UNIVERSITY-NORTHWEST,regional-universities-midwest,,IN,Hammond,46323,midwest,True,public,,#103,103,True,18,,73,13096,3.1,2.9,,6126,2.2,950,,950-1170,18-24
QUEENS-UNIVERSITY-OF-CHARLOTTE,regional-universities-south,,NC,Charlotte,28274,south,True,private,,#16,16,True,22,56,71,42790,,,,1317,2.1,1080,37780.0,1080-1255,22-29
QUINCY-UNIVERSITY,regional-colleges-midwest,,IL,Quincy,62301,midwest,True,private,,#36,36,True,21,69,62,35740,3.4,,,1146,,1080,22012.0,1080-1250,21-26
QUINNIPIAC-UNIVERSITY,national-universities,,CT,Hamden,06518,,True,private,,#170,170,True,24,61,84,53090,3.5,2.9,,6073,2.8,1120,42078.0,1120-1300,24-29
RADFORD-UNIVERSITY,national-universities,,VA,Radford,24142,,True,public,,#304,304,True,19,,93,24738,3.4,,,6008,2.1,960,,960-1160,19-23
RAMAPO-COLLEGE-OF-NEW-JERSEY,regional-universities-north,,NJ,Mahwah,07430,north,True,public,,#27,27,True,21,1,70,25374,3.5,,,4932,2.1,1100,27888.0,1100-1290,21-28
RANDOLPH-COLLEGE,national-liberal-arts-colleges,,VA,Lynchburg,24503,,True,private,,#165,165,True,22,,95,29010,3.3,,,478,,930,,930-1140,22-30
RANDOLPH-MACON-COLLEGE,national-liberal-arts-colleges,R-MC Randolph Macon College Randolph Macon,VA,Ashland,23005,,True,private,,#107,107,True,23,,85,48106,3.7,,,1490,,1020,,1020-1220,23-27
RANKEN-TECHNICAL-COLLEGE,regional-colleges-midwest,,MO,Saint Louis,63113,midwest,True,private,,Unranked,-2,False,,,,16960,,,,1826,,,,N/A,N/A
RASMUSSEN-UNIVERSITY,unranked,,MN,,,,True,proprietary,,Unranked,-2,False,,,,11205,,,,3658,,,,N/A,N/A
RED-ROCKS-COMMUNITY-COLLEGE,regional-colleges-west,,CO,Lakewood,80228,west,True,public,,Unranked,-2,False,,,,16135,,,,5938,,,,N/A,N/A
REED-COLLEGE,national-liberal-arts-colleges,,OR,Portland,97202,,True,private,,#67,67,True,,,44,64760,,,,1548,,,,N/A,N/A
REGENT'S-AMERICAN-COLLEGE-LONDON,unranked,Regents American College London,,London NW1 4NS,,,True,private,,Unranked,-2,False,,,,,,,,0,,,,N/A,N/A
REGENT-UNIVERSITY,national-universities,,VA,Virginia Beach,23464,,True,private,,#369,369,True,19,,32,20685,3.5,,,4552,,1030,,1030-1250,19-25
REGIS-COLLEGE,regional-universities-north,,MA,Weston,02493,north,True,private,,#45,45,True,23,62,89,47770,3.3,,,1121,,1040,52368.0,1040-1230,23-27
REGIS-UNIVERSITY,national-universities,,CO,Denver,80221,,True,private,,#260,260,True,20,,78,43980,3.7,,,2398,,1010,,1010-1220,20-27
REINHARDT-UNIVERSITY,regional-colleges-south,,GA,Waleska,30183,south,True,private,,#34,34,True,14,75,63,28420,3.2,,,1059,,900,28276.0,900-1210,14-24
RENSSELAER-POLYTECHNIC-INSTITUTE,national-universities,RPI,NY,Troy,12180,,True,private,,#60,60,True,30,57,65,61884,3.9,3.5,,5895,3.1,1360,62829.0,1360-1520,30-34
RENTON-TECHNICAL-COLLEGE,regional-colleges-west,,WA,Renton,98056,west,True,public,,Unranked,-2,False,,,,6252,,,,3097,,,,N/A,N/A
RESEARCH-COLLEGE-OF-NURSING,health,,MO,Kansas City,64132,,True,private,,Unranked,-2,False,,,,18000,,,,259,,,,N/A,N/A
RHODE-ISLAND-COLLEGE,regional-universities-north,,RI,Providence,02908,north,True,public,,#96,96,True,,,88,26519,,,,4719,,870,,870-1110,N/A
RHODE-ISLAND-SCHOOL-OF-DESIGN,regional-universities-north,RISD,RI,Providence,02903,north,True,private,,#4,4,True,28,,19,57505,,,,2044,,1310,,1310-1480,28-34
RHODES-COLLEGE,national-liberal-arts-colleges,,TN,Memphis,38112,,True,private,,#56,56,True,28,47,48,54892,3.7,,,1996,,1305,31508.0,1305-1465,28-32
RICE-UNIVERSITY,national-universities,,TX,Houston,77005,,True,private,,#17,17,False,34,46,9,58128,,3.7,,4494,3.8,1490,17430.0,1490-1570,34-36
RICHMOND-AMERICAN-UNIVERSITY-LONDON,unranked,Richmond The American International University in London,,"Chiswick, London W4 5AN",,,True,private,,Unranked,-2,False,,,,,,,,0,,,,N/A,N/A
RIDER-UNIVERSITY,regional-universities-north,,NJ,Lawrenceville,08648,north,True,private,,#33,33,True,21,75,84,38900,3.5,,,3168,2.1,1100,29075.0,1100-1300,21-29
